sehir,isim,adres
 İSTANBUL, MÜNİR ÖZKUL SOKAK," CEVİZLİK MAH. MÜNİR ÖZKUL SOKAK     
 İSTANBUL, MÜHÜRDAR," BEYLERBEYI MAH. MÜHÜRDAR SOKAK NO:5     
 MALATYA, MÜCELLİ OTOPARK," CEVHERİZADE Mah. MÜCELLİ CAD.  NO:27    
 MALATYA, MÜCELLİ CAD. 1. OTOPARK," CEVHERİZADE Mah. MÜCELLİ CAD.  NO:52    
 ADANA, MUTLU OTOPARK," KURUKÖPRÜ MAH. 33008 SOKAK NO:9     
 İSTANBUL, MUTLU OTOPARK," MOLLA GÜRANİ MAH. KARAKEÇİLİ SOK.  NO:4 D:B     
 İSTANBUL, MUSTAFA KEMALPAŞA CAD.," SOĞANLI MAH. MUSTAFA KEMALPAŞA CAD.     
 BALıKESIR, MUSTAFA BAKKAL KATLI OTOPARK," YILDIRIM Mah. 38_PAŞASARAY SOKAK NO:17 D:A    
 İSTANBUL, MURTEZAOĞLU," ŞEHREMİNİ MAH. MEVLANAKAPI CAD. NO:120 D:A     
 SAKARYA, MURAT OTOPARK," SEMERCİLER MAH. İTFAİYE CAD. NO:50     
 MERSIN, MURAT OTOPARK," MESUDİYE MAH. 5127 SOKAK NO:17     
 MALATYA, MURAT OTOPARK," CİRİKPINAR MAH. TURGUT TEMELLİ CAD. NO:38 D:A    
 İSTANBUL, MURAT GARAJ," BOZKURT MAH. BAYSUNGUR SOKAK NO:14 D:A     
 KASTAMONU, MUHSİROĞLU OTOPARK," HEPKEBİRLER MAH. KÜPCÜGEZ SOKAK NO:3 D:A    
 İSTANBUL, MUALLİM NACİ OTOPARKI," KURUÇEŞME MAH. MUALLİM NACİ CAD. NO:62     
 İSTANBUL, MUALLİM NACİ OTOPARKI," KURUÇEŞME MAH. MUALLİM NACİ CAD.     
 İSTANBUL, MUALLİM NACİ OTOPARKI," ORTAKÖY MAH. MUALLİM NACİ CAD. NO:59 D:1     
 İSTANBUL, MONTEL," AYDINEVLER MAH. SANAYİ CAD. NO:9    
 İSTANBUL, MOLLA FENARİ SOK. ," ALEMDAR MAH. MOLLA FENARİ SOK.  NO:30-32     
 BALıKESIR, MOLIDA OTOPARK," ALTINOLUK Mah. AKCAM CADDESI   NO:2/a     
 ADANA, MODEL OTOPARK," HANEDAN MAH. BAKIMYURDU CAD. NO:77 D:A     
 İSTANBUL, MODA OTOPARK," CAFERAĞA MAH. SAKIZGULU SOK. NO:25     
 ANKARA, MODA OTO PARK," KIZILAY MAH. SÜMER 1 SOKAK NO:5 D:A     
 İSTANBUL, MODA CAD. ,"
 ANKARA, MODA," KIZILAY MAH. SÜMER 1 SOKAK NO:5     
 İSTANBUL, MİTHATPAŞA OTOPARK," M.ŞEVKET PAŞA MAH. MİTHAT PAŞA CADDE NO:3 D:A     
 ANKARA, MİTHATPAŞA OTOPARK," CUMHURİYET MAH. MİTHATPAŞA CAD. YÜKSEK TİCARETLİLER SARAYI   
 İZMIR, MİTHATPAŞA CAD.," ILICA MAH. MİTHATPAŞA CAD. NO:273     
 İZMIR, MİTHATPAŞA CAD.," İNCİRALTI MAH. MİTHATPAŞA CAD.     
 ANTALYA, MİSAFİR OTOPARK," MOLLA YUSUF MAH. 1451. SOK. NO:3 D:A     
 İSTANBUL, MİNA VE BERK OTOPARK," GÜLTEPE MAH. ALKIŞ SOK. NO:18 D:A     
 TEKIRDAĞ, MİMAR SİNAN OTOPARKI," ERTUĞRUL Mah. MİMAR SİNAN CAD.  NO:31    
 MERSIN, MİMAR SİNAN BULVARI," KEMALPAŞA MAH. MİMAR SİNAN BULVARI     
 İSTANBUL, MİMAR KASIM CADDESİ," MEVLANAKAPI MAH. MİMAR KASIM CAD.     
 İSTANBUL, MİM KEMAL ÖKE,"
 İSTANBUL, MİLLET CAD. ,"
 GIRESUN, MİLENYUM OTOPARK," NİZAMİYE Mah. LAÇİN SOKAK NO:70    
 İSTANBUL, MİHRİMAH SULTAN TIP MERKEZİ OTOPARKI," SULTANTEPE MAH MAH. PAŞALİMANI CAD. NO:8     
 İSTANBUL, MİHRABAT CAD. ,"
 İSTANBUL, MİGROS OTOPARK," ORTAKÖY MAH. AMBARLIDERE SOK.      
 İZMIR, MİGROS MÜŞTERİ OTOPARK," BOSTANLI MAH. 1735 SOK. NO:167     
 ANKARA, MİGROS AVM," KALABA MAH. FATİH CAD. NO:56     
 İSTANBUL, MFZ OTOPARK," SİLİVRİKAPI MAH. VİDİN CAD. NO:61 D:B     
 ANTALYA, MEZİL SİTESİ OTOPARK," YENİ DOĞAN MAH. DUMLUPINAR BULVARI     
 ZONGULDAK, MEYDAN OTOPARK," İNAĞZI MAH. KARAELMAS SOKAK NO:13    
 İSTANBUL, MEYDAN OTOPARK," MERKEZ MAH. FERAH SOK.  NO:18     
 SAKARYA, MEYDAN," ORTA MAH. KÜÇÜK HAMAM CAD. NO:37     
 İSTANBUL, MEVLEVİHANE SOKAK," MALTEPE MAH. MEVLEVİHANE SOKAK     
 İSTANBUL, MEVLANAKAPI CADDESİ," MEVLANAKAPI MAH. MEVLANAKAPI CAD.     
 İSTANBUL, MEVLANA YER ALTI OTOPARKI,"
 KONYA, MEVLANA," HACI FETTAH MAH. BAĞLANTI SOKAK     
  MERAM
 İSTANBUL, METRO SOK.  OTOPARK," MALTEPE MAH. METRO SOK.      
 İSTANBUL, METRO OTOPARK," YAVUZ SELİM MAH. İSTANBUL CAD. NO:1 ESENLER OTOGAR   
 GAZIANTEP, METİN OTOPARK," KOZANLI MAH. İNÖNÜ CAD. NO:109    
 DÜZCE, METEK OTOPARKI," BURHANİYE MAH. METEK SOKAK NO:1 D:A    
 İSTANBUL, METABOND AÇİK OTOPARK," TATLISU MAH. ŞİMŞEK CAD. NO:38     
 SAMSUN, MEŞE," TOPTEPE MAH. TOPTEPE MAH. SOKAK NO:1     
 İSTANBUL, MESUT CEMİL OTOPARK," KUŞTEPE MAH. MESUT CEMİL SOKAK NO:76     
 İSTANBUL, MESİHPAŞA CAD. ,"
 MALATYA, MES OTOPARK," KAVAKLIBAĞ Mah. LEBLEBİCİ SOKAK NO:5    
 İSTANBUL, MERTER OTOPARKI," ABDURRAHMAN NAFİZ GÜRMAN MAH. METE SOKAĞI     
 İSTANBUL, MERTER MEYDAN,"
 İSTANBUL, MERTER METRO İSTASYONU ÖNÜ,"
 İSTANBUL, MERTER EVLERİ OTOPARKI," MALTEPE MAH. METRO SOKAK     
 ADıYAMAN, MERT OTOPARK," YENİPINAR MAH. HARIKÇI CAD. NO:29    
 OSMANIYE, MERT OTOPARK," YEDİ OCAK MAH. DR.AHMET ALKAN CAD. NO:3    
 ANTALYA, MERT OTOPARK," BALBEY MAH. 440. SOKAK NO:8 D:A     
 ANTALYA, MERT OTOPARK," BALBEY MAH. 421. SOKAK NO:7 D:C     
 MERSIN, MERSİN OTOPARK," MESUDİYE MAH. 5113. SOKAK NO:49     
 İSTANBUL, MERMERCİ OTOPARK," KAZIM KARABEKİR MAH. MEHMET AKİF ERSOY CAD. NO:44     
 KıRıKKALE, MERKEZ OTOPARK," YENİDOĞAN Mah. MENDERES CAD.  NO:4 D:A    
 BALıKESIR, MERKEZ OTOPARK," ALTINOLUK Mah. ATATURK CADDESI       
 İSTANBUL, MERKEZ OTOPARK," YAVUZSELİM MAH. HOCA AHMET YESEVİ CAD.     
 İSTANBUL, MERKEZ OTOPARK," MERKEZ MAH. ŞEHİT MEHMET YILMAZ CAD. NO:109     
 ADANA, MERKEZ OTOPARK," REŞATBEY MAH. FUZULİ CAD. NO:6     
 İSTANBUL, MERKEZ KAT OTOPARKI," MİMARSİNAN MAH. KARAGAZİ SOKAK NO:2     
 İSTANBUL, MERKEZ," DİZDARİYE MAH. YENİ MAHALLE CAD. NO:4 D:A     
 İSTANBUL, MERKEZ," TANTAVİ MAH. SUİŞ CAD. NO:19     
 SAKARYA, MERKEZ," CUMHURİYET MAH. BAHÇIVAN SOKAK     
 SAKARYA, MERKEZ," TIĞCILAR MAH. İPEK SOKAK     
 MERSIN, MERİN OTOPARK," ÇANKAYA MAH. 108. CAD. NO:4 D:A     
 İSTANBUL, MERİÇ OTOPARK," GÜLBAHAR MAH. HARMAN YOLU ÜST SOKAK NO:4 D:A     
 İSTANBUL, MERCAN VERGİ DAİRESİ ÖNÜ,"
 İSTANBUL, MERCAN AÇIK,"
 ANKARA, MENEKŞE GARAJI OTOPARKI," KIZILAY MAH. MENEKŞE 1 SOKAK NO:8 D:F     
 ANKARA, MENEKŞE 2," KIZILAY MAH. MENEKŞE 2 SOKAK     
 ANKARA, MENEKŞE 1 OTOPARKI," KIZILAY MAH. MENEKŞE 1 SOKAK NO:13 D:C     
 SAKARYA, MENEKŞE," CUMHURİYET MAH. MENEKŞE SOKAK     
 SINOP, MEMİŞ İNŞAAT OTOPARK," CAMİİKEBİR MAH. TUZCULAR CAD. NO:20    
 ANTALYA, MELTEM OTOPARK," MELTEM MAH. 6. CADDE     
 İSTANBUL, MEKEZ CAMİİ OTOPARKI," MERKEZ MAH. 1101. SOK.      
 İSTANBUL, MEHMET ALİ BEY SOK. ," CİHANNUMA MAH. MEHMET ALİ BEY SOK.      
 İSTANBUL, MEHMETALİ BEY SOK. ," CİHANNUMA MAH. MEHMET ALİ BEY SOK.      
 İSTANBUL, MEHMET AKİF CADDESİ," KARADENİZ MAH. MEHMET AKİF CAD. NO:25     
 MERSIN, MEGA OTOPARK," BAHÇE MAH. 4608. SOKAK NO:42 D:A     
 İSTANBUL, MEGA KARADENİZ," MERKEZ MAH. MEYDANCIK SOK.  NO:13 D:A BULUT SİTE G BLOK   
 İZMIR, MEDİA MARKET OTOPARK," ONUR MAH. MİTHATPAŞA CAD. NO:1442 MEDİA MARKET   
 İSTANBUL, MEDICAL PARK OTOPARKI," UĞUR MUMCU MAH. ESKİ LONDRA ASFALTI CAD.     
 İSTANBUL, MECİDİYEKÖY KATLI OTOPARKI," FULYA MAH. GARAJ SOKAĞI NO:11 D:A     
 İSTANBUL, MECİDİYE OTOPARK," MECİDİYEKÖY MAH. MECİDİYE CAD. NO:1     
 İSTANBUL, MECİDİYE KUYU OTOPARK," MECİDİYEKÖY MAH. MECİDİYE KUYU SOKAĞI NO:7 D:A     
 ANKARA, MAVİ OTOPARK," DOĞANBEY MAH. ÇANKIRI CAD. NO:71 D:A     
 ANTALYA, MAVİ KENT," SOĞUKSU MAH. KAZIM KARABEKİR CAD. NO:4     
 ZONGULDAK, MAVİ AY OTO KUAFÖR," MİTHATPAŞA MAH. BÜLENT ECEVİT CAD. NO:223    
 MERSIN, MARMER OTOPARK," YENİ MAH. CEMALPAŞA CAD. NO:15     
 İSTANBUL, MARMARA ÜNİVERSİTESİ İLAHİYAT FAKÜLTESİ OTOPARKI," ALTUNIZADE MAH. AKSOY SOKAK NO:2     
 ANKARA, MARMARA SOKAĞI OTOPARKI," SAĞLIK MAH. MARMARA SOKAK     
 İSTANBUL, MARKA OTOPARK," ICADIYE MAH. CIFTE CINAR SOKAK NO:15     
 ZONGULDAK, MARİNA OTOPARK," İNCİVEZ MAH. MİLLİ EGEMENLİK CAD. NO:21    
 İSTANBUL, MARAN OTOPARK," TARABYA MAH. TARABYA BAYIRI CAD.     
 DENIZLI, MANOLYA OTOPARK," SIRAKAPILAR Mah. 493. SOKAK NO:1    
 ESKIŞEHIR, MANOLYA," HOŞNUDİYE MAH. VURAL SOKAK NO:26     
 İSTANBUL, MANOLYA," KARADENİZ MAH. 1115/1 SOK.  NO:5     
 İSTANBUL, MANDIRA CAD.," FİKİRTEPE MAH. MANDIRA CAD. NO:127     
 İSTANBUL, MANDACI," FATİH MAH. İSTANBUL CAD. NO:23     
 İSTANBUL, MALTEPE STAD OTOPARK," YALI MAH. ŞEHİT NEDİM ÖZPOLAT SOK. NO:2 D:A     
 İSTANBUL, MALTEPE OTOPARK," BAĞLARBAŞI MAH. SÜMBÜL SOK. NO:5     
 İSTANBUL, MALTEPE İDO,"
 İSTANBUL, MALTEPE ATATÜRK CAD.,"
 İSTANBUL, MALTA GARAJ," KİRMASTİ MAH. YEDİ EMİRLER SOK.  NO:10 D:A     
 MALATYA, MALATYA OTOPARK," B.HÜSEYİNBEY Mah. TURFANDA SOKAK NO:28    
 MALATYA, MALATYA KAPALI OTOPARK," SARAY Mah. KAVUKÇUOĞLU SOKAK NO:10    
 SAMSUN, MAHTAN," KALE MAH. SAHİL CAD.     
 İSTANBUL, MAHMUDİYE CADDESİ," RAMİ CUMA MAH. MAHMUDİYE CAD. NO:45     
 İSTANBUL, M OTOPARK," GÖZTEPE MAH. RAMİ SOKAK NO:1 İSTOÇ MARKET-M   
 DENIZLI, LOZAN OTOPARK," DEĞİRMENÖNÜ Mah. LOZAN CAD.  NO:8    
 İSTANBUL, LİTROS YOLU SOKAK," MALTEPE MAH. LİTROS YOLU SOKAK     
 HATAY, LİSE OTOPARK," ÇAY MAH. ULU CAMİİ CAD. NO:74    
 ANKARA, LİPARİS İŞ MERKEZİ OTOPARKI," EMEK MAH. KIRIM CAD. NO:36 D:A     
 İSTANBUL, LİNA OTOPARK," TELSİZLER MAH. BELEDİYE CAD. NO:1 D:C     
 ANTALYA, LİMAN CAD.," MERKEZ MAH. LİMAN CAD.     
  KEMER
 İSTANBUL, LİMAN," KOCAMUSTAFAPAŞA MAH. ORG. ABDURRAHMAN NAFİZ GÜRMAN SOK.  NO:249     
 İSTANBUL, LİKÖR YANI,"
 İSTANBUL, LİDER," CEBECİ MAH. ESKİ EDİRNE ASFALTI CAD. NO:331 D:A     
 İSTANBUL, LEVENT SANAYİ,"
   KAĞITHANE 
 İSTANBUL, LEVENT BAĞLANTI YOLU,"
 İSTANBUL, LEVENT ADLİYE ÖNÜ,"
 ANTALYA, LEMAN OTOPARK," BALBEY MAH. 435. SOKAK NO:12 D:A     
 İSTANBUL, LAYIK OTOPARK," YENİGÜN MAH. 4 SOKAK     
 ANTALYA, LAURA," FENER MAH. BÜLENT ECEVİT BULVARI NO:2     
 İSTANBUL, LALELİ CAD. ,"
 İSTANBUL, LALELİ AKIN GARAJI," BALABANAĞA MAH. HARIKZADELER SOK.  NO:2 D:A     
 MERSIN, LALE OTOPARK," ÇANKAYA MAH. 108. CAD. NO:7 D:A     
 MUĞLA, LADE OTOPARK," TEPE MAH. 24. SOK. NO:6     
 İSTANBUL, L-2 OTOPARK," GÖZTEPE MAH. RAMİ SOKAK NO:1 İSTOÇ MARKET-L   
 İSTANBUL, KÜRŞAT OTOPARK," HASANPAŞA MAH. UZUNÇAYIRYOLU CAD. NO:12     
 İSTANBUL, KÜLLİYE," KÜÇÜK MUSTAFAPAŞA MAH. ŞEREFİYE SOKAĞI NO:9 D:A     
 MUĞLA, KÜLCÜ SOK. ," YOKUŞBAŞI MAH. KÜLCÜ SOK.  NO:37     
 İSTANBUL, KÜKÜ OTOPARKI," ARNAVUTKÖY MAH. ABDULHAK MOLLA SOK.  NO:14     
 İSTANBUL, KÜÇÜK MELEK OTOPARKI," ARNAVUTKÖY MAH. ARNAVUTKÖY DERE SOK.  NO:11     
 İSTANBUL, KÜÇÜK ÇİFTLİK PARK," HARBİYE MAH. KADIRGALAR CAD. NO:4     
 İSTANBUL, KÜÇÜK ÇAMLICA,"
 İSTANBUL, KÜÇÜK AYASOFYA CADDESİ," KÜÇÜK AYASOFYA MAH. KÜÇÜK AYASOFYA CAD. NO:74     
 İSTANBUL, KÜÇÜK AYASOFYA CAD. ,"
 İSTANBUL, KÜÇÜK ARAÇ PARK YERİ," YENİ SANAYİ MAH. 1. CADDE     
 İSTANBUL, KÜBA CAMİİ KAPALI OTOPARKI," FATİH MAH. TURGUT ÖZAL BULVARI     
 İSTANBUL, KUTLUGÜN SOKAK,"
 İSTANBUL, KURUL OTOPARK," MOLLA GÜRANİ MAH. KAZGANİSADİ CAMİİ SOK.  NO:6 D:B     
 İSTANBUL, KURTULUŞ CAD. ,"
    ŞİŞLİ
 KAYSERI, KURŞUNLU," GEVHERNESİBE MAH. KURŞUNLU CAD. NO:2     
 İSTANBUL, KURİŞ OTOPARK," KİRMASTİ MAH. KIZTAŞI SOKAĞI NO:53 D:A     
 DENIZLI, KURHAN OTOPARK," 15 MAYIS MAH. ÇAL CAD.  NO:28     
 DIYARBAKıR, KUPİK OTOPARK," MURADİYE MAH. GÜRSEL CAD. NO:57 D:E    
 ANKARA, KUMRULAR OTO PARK," KIZILAY MAH. KUMRULAR CAD. NO:50 D:A     
 İSTANBUL, KUMPARK," ŞEHSUVARBEY MAH. KUMLUK SOKAĞI NO:9     
 İSTANBUL, KUMBARACIBAŞI OTOPARKI," MECİDİYE MAH. KUMBARACIBAŞI SOK.  NO:19     
 SIVAS, KUM PARK," ÇARŞIBAŞI MAH. 12-ZİYA BEY SOKAK NO:5    
 İSTANBUL, KULAKSIZ OTOPARK," KULAKSIZ MAH. KASIMPAŞA KABRİSTANI SOKAK NO:17     
 ESKIŞEHIR, KRAL," MUSTAFA KEMAL PAŞA MAH. KUBILAY CAD. NO:11     
 İSTANBUL, KPARK," HALASKARGAZİ MAH. SÜLEYMAN NAZİF SOKAK NO:7 D:A     
 TRABZON, KÖŞK OTOPARK," CUMHURİYET MAH. YAVUZ SELİM BULVARI NO:173    
 ANTALYA, KÖSEOĞLU KAPALI OTOPARK," SARAY MAH. KÖSEOĞLU SOKAK     
 ZONGULDAK, KÖPRÜ BAŞI TAKSİ DURAĞI," İNAĞZI MAH. ATATÜRK SOKAK NO:45    
 ZONGULDAK, KÖPRÜ BAŞI KAMYON DURAĞI," KARAELMAS MAH. FINDIK SUYU SOKAK NO:1    
 İSTANBUL, KÖKSALLAR OTO PARK," ATATÜRK MAH. SÜTÇÜ İMAM CAD. NO:24     
 DENIZLI, KÖKSAL OTOPARK," ALTINTOP Mah. 1601. SOKAK NO:1    
 İSTANBUL, KOZYATAĞI SEBZE-MEYVE HALİ,"
 ZONGULDAK, KOZLU BELEDİYE OTOPARKI," MERKEZ MAH. SPOR ALANI CAD. NO:10    
 BALıKESIR, KOYUNCU OTOPARK," KURTULUŞ MAH. HÜSEYİN TÜMER CAD. NO:51    
  GÖNEN
 DIYARBAKıR, KOŞUYOLU OTOPARK," KAYNARTEPE Mah. SUNAY CAD.  NO:63 D:B    
 İSTANBUL, KOSKA CAD. ,"
 İSTANBUL, KOPUZ OTOPARK," ALTUNIZADE MAH. İCADİYE BAĞLARBAŞI CAD. NO:42     
 İSTANBUL, KOPUZ OTOPARK," SÜLEYMANİYE MAH. MOLLA ŞEMSETTİN CAMİİ SOK.  NO:19     
 ANTALYA, KONYAALTI ÜCRETSİZ OTOPARK," GÜRSU MAH. 390. SOK.     
 MERSIN, KONAK OTO PARK," ÇANKAYA MAH. SOĞUKSU CAD. NO:23 D:A     
 İSTANBUL, KOLİBA OTOPARKI," ARNAVUTKÖY MAH. KİREÇHANE SOK.  NO:2     
 İSTANBUL, KOLİBA OTOPARKI," ARNAVUTKÖY MAH. KİREÇHANE SOK.  NO:1 D:A     
 ANKARA, KOLEKSİYON," BARBAROS MAH. BİNNAZ SOKAK NO:2     
 ANKARA, KOÇYİĞİT OTOPARK İŞLETMELERİ," Meşrutiyet Cad.
  06640 
  Çankaya-Kızılay
 ANKARA, KOÇYİĞİT OTOPARK İŞLETMELERİ," hatay sokak no.4  06410 
  kızılay
 İZMIR, KOÇTAŞ KAPALI OTOPARK," ONUR MAH. MİTHATPAŞA CAD. NO:1460     
 DIYARBAKıR, KOÇ OTOPARK," MEVLANA HALİT Mah. SUNAY CAD.  NO:168    
 ANKARA, KOCATEPE," KÜLTÜR MAH. ZİYA GÖKALP CAD. NO:63     
 İSTANBUL, KOCAMANSUR OTOPARK," MERKEZ MAH. KOCAMANSUR SOKAK NO:53     
 İSTANBUL, KLOD FARER SOKAK,"
 ANKARA, KLİN CAR OTOPARK," KIZILAY MAH. FEVZİ ÇAKMAK 1 SOKAK NO:15 D:A     
 ADANA, KLAS OTOPARK," TEPEBAĞ MAH. 2744 SOKAK NO:14 D:A DENİZ İŞHANI   
 ANTALYA, KİPA OTOPARKI," SARAY MAH. MEVSİM SOKAK     
 İZMIR, KİPA KAPALI OTOPARKI," DOKUZ EYLÜL MAH. AKÇAY CAD. NO:253 - 2 D:1B     
 İZMIR, KİPA AVM OTOPARK," İSTASYONALTI MAH. YENİHAVAALANI CAD. NO:40     
 İZMIR, KİPA AVM," İSTASYONALTI MAH. YENİHAVAALANI CAD. NO:40 KİPA AVM   
 İZMIR, KİPA AÇIK OTOPARKI," DOKUZ EYLÜL MAH. AKÇAY CAD. NO:253 - 2 D:1A     
 İSTANBUL, KİLİS OTOPARK," MOLLA GÜRANİ MAH. KAZGANİSADİ CAMİİ SOK.  NO:2 D:B     
 ZONGULDAK, KİLİMLİ OTOPARK," İNAĞZI MAH. ATATÜRK SOKAK NO:30    
 İSTANBUL, KIZTAŞI CAD.,"
 ZONGULDAK, KIŞLA DERE OTOPARK," ÇAY MAH. DERE SOKAK NO:8    
 İSTANBUL, KISMET OTOPARK&OTOYIKAMA," MECİDİYE MAH. PALANGA CAD. NO:11     
 ANKARA, KILIÇAY," ANAFARTALAR MAH. A CAD. NO:3 D:A     
 İSTANBUL, KILIÇ OTOPARK," MEVLANAKAPI MAH. MEVLANAKAPI CAD. NO:20 D:1     
 ANKARA, KEYİF OTOPARK," KORU Mah. ERGUVAN SOKAK  NO:66 D:A     
 İSTANBUL, KEVSER OTOPARK," YUKARI DUDULLU MAH. TAVUKÇUYOLU CAD.     
 ANKARA, KEVGİRLİ CAD.," HACI BAYRAM MAH. KEVGİRLİ CAD. NO:22     
 İZMIR, KESER OTOPARK," MERKEZ MAH. 80 SOK.  NO:11     
 İSTANBUL, KERVANGEÇMEZ OTOPARK," MECİDİYEKÖY MAH. KERVANGEÇMEZ SOKAK NO:3 D:1     
 MERSIN, KERVAN OTO PARK," ŞEVKETSÜMER MAH. 143 SOKAK NO:38 D:A     
 ANTALYA, KEPEZ BELEDİYE OTOPARKI," KUZEYYAKA MAH. SARISU CAD. NO:8 D:A     
 DIYARBAKıR, KENT OTOPARK," 5 NİSAN MAH. GÜRSEL CAD. NO:140    
 İZMIR, KENT OTOPARK," KÜLTÜR MAH. 1407. SOKAK NO:32     
 İSTANBUL, KENET OTOPARK," MERKEZ MAH. KENET SOK.  NO:5     
 İSTANBUL, KEMERALTI CAD. ,"
 İSTANBUL, KEMER PARK," MECİDİYEKÖY MAH. LATİLOKUM SOKAK NO:9 D:1     
 ANTALYA, KEMER OTO PARK," MERKEZ MAH. 128. SOK. NO:2     
 MUĞLA, KEMER BELEDİYESİ OTOPARK," CUMHURİYET/KEMER BELDESİ MAH. ATATÜRK CAD.     
  FETHİYE
 İSTANBUL, KEÇEYOLU," BAĞLARBAŞI MAH. KEÇEYOLU SOK.  NO:3     
 BALıKESIR, KEÇECİ OTOPARKI," ALTI EYLÜL MAH. KEÇECİ SOKAK NO:16 DAİRE:A    
 SAMSUN, KAZIMPAŞA CAD.," KALE MAH. KAZIMPAŞA CAD. NO:5 D:B     
 İSTANBUL, KAZIM ÖZALP SK.,"
 İZMIR, KAZIM DİRİK CAD.," AKDENİZ MAH. KAZIM DİRİK CAD. NO:50     
 İZMIR, KAZIM DİRİK CAD.," AKDENİZ MAH. KAZIM DİRİK CAD. NO:15     
 İSTANBUL, KAYIŞDAĞI YEDİTEPE ÜNİVERSİTESİ,"
 İSTANBUL, KAYALAR OTOPARK," İSKENDERPAŞA MAH. SOFULAR CAD. NO:34 D:A     
 İSTANBUL, KAYACI OTOPARKI," ORTAKÖY MAH. GÜRCÜ KIZI SOK.  NO:27     
 ANTALYA, KAYA OTOPARK," MURATPAŞA MAH. 563. SOKAK NO:18 D:B     
 MERSIN, KAYA OTOPARK," İHSANİYE MAH. 4902 SOKAK NO:17     
 İSTANBUL, KAYA OTOPARK," MECİDİYEKÖY MAH. DEREBOYU CAD. NO:50     
 İSTANBUL, KAVAKLI OTOPARK," MEHMET NESİH ÖZMEN MAH. E-5 KARAYOLU     
 DÜZCE, KATLI OTOPARK," ŞEREFİYE MAH. HAKKI GÖZAYDIN SOKAK NO:2 DAİRE:E    
 İZMIR, KATLI OTOPARK," YENİGÜN MAH. ANAFARTALAR CAD. NO:500     
 İSTANBUL, KASIM SOKAK,"
 DIYARBAKıR, KASAPLAR OTOPARK," KOOPERATİFLER MAH. KURTİSMAİL PAŞA 2. SOKAK NO:18 D:C    
 İSTANBUL, KASAP SOKAK,"
 İSTANBUL, KARTAL İŞ MERKEZİ OTOPARKI," YUKARI MAH. DOĞAN SOK. NO:6     
 İSTANBUL, KARTAL HÜRRİYET CAD. ,"
 İSTANBUL, KARTAL BALIKÇILAR,"
 İSTANBUL, KARTAL 4,"
 İSTANBUL, KARTAL 2,"
 İSTANBUL, KARTAL 1,"
 İZMIR, KARŞIYAKA İSKELE İZELMAN OTOPARKI," DONANMACI MAH. YALI CAD. İSKELE OTOPARKI   
 İSTANBUL, KARDEŞLER PARKI," SİLİVRİKAPI MAH. YENİ ÇEŞME SOK.  NO:47     
 ZONGULDAK, KARDEŞLER OTOPARK," YENİ MAH. UĞUR MUMCU CAD. NO:4    
 İSTANBUL, KARDEŞLER OTOPARK," MERKEZ MAH. SAMLI SOKAK     
 İSTANBUL, KARDEŞLER OTOPARK," KİRAZLI MAH. CEVİZLİ SOKAĞI NO:1 DAİRE:A     
 İSTANBUL, KARDEŞLER OTOPARK," ŞİRİNEVLER MAH. MAREŞAL FEVZİ ÇAKMAK 1. SOKAĞI NO:28 DAİRE:A     
 İSTANBUL, KARDEŞLER OTOPARK," ŞEHSUVARBEY MAH. BEHRAMÇAVUŞ SOK.  NO:16     
 İSTANBUL, KARDEŞLER OTOPARK," M.ŞEVKET PAŞA MAH. KURUÇAY CADDE NO:11 D:C     
 İSTANBUL, KARDEŞLER OTOPARK," GÜLBAHAR MAH. CEMAL SURURİ SOKAK NO:10 D:C     
 İSTANBUL, KARDEŞLER OTOPARK," BARBAROS MAH. NUHKUYUSU CAD.     
 MERSIN, KARDEŞLER OTOPARK," CAMİ ŞERİF MAH. 5238. SOKAK NO:10     
 MERSIN, KARDEŞLER OTO," GAZİLER MAH. ATATÜRK BULVARI     
 İSTANBUL, KARDEŞLER OTO," AYDINLI MAH. YANKI  SOKAK NO:8     
 İSTANBUL, KARDEŞLER KAPALI OTOPARK," CEVİZLİK MAH. SAKIZLI BOSTAN SOKAK NO:2 DAİRE:C     
 DIYARBAKıR, KARDELEN OTOPARK," CAMİ NEBİ MAH. İNÖNÜ CAD. NO:31 DAİRE:A    
 DIYARBAKıR, KARCAN," YENİŞEHİR MAH. LİSE CAD. NO:24 DAİRE:B    
 İSTANBUL, KARATAŞ GARAJI OTO PARK VE YIKAMA," VİŞNEZADE MAH. KİREÇHANE SOK.  NO:10 D:A     
 İSTANBUL, KARATAŞ GARAJI OTO PARK VE YIKAMA," VİŞNEZADE MAH. KİREÇHANE SOK.  NO:14     
 İSTANBUL, KARANFİL OTOPARK," GUREBA HÜSEYİNAĞA MAH. VALİDE CAMİİ ARALIĞI SOKAĞI NO:5     
 İSTANBUL, KARAKÖY P.PAZARI,"
 İSTANBUL, KARAKÖY MEYDAN,"
 İSTANBUL, KARAKÖY KATLI,"
 İSTANBUL, KARAKÖY İSKELE,"
  BEYOĞ
 İSTANBUL, KARAKÖY DENİZBANK ÖNÜ,"
 İSTANBUL, KARAHAN OTOPARK," ORTAKÖY MAH. MUALLİM NACİ CAD. NO:63     
 İSTANBUL, KARADENİZ OTOPARK," SOĞANLI MAH. MUSTAFA KEMALPAŞA CAD. NO:146     
 İSTANBUL, KARADENİZ KAPALI OTOPARK," MALTEPE MAH. YILANLI AYAZMA SOKAK CEMAL SERTER SANAYİ SİTESİ   
