sehir,isim,ilce,tel,adres
Giresun İli,Aksu Çorba Köfte Salonu,Giresun,2258421,Aksu Mah. Buse Sok. No:3/A
Giresun İli,Cızbız Köfte,Giresun,2166419,Gazi Cad. No:117
Giresun İli,Sultan Sofrası,Giresun,7112777,Konuk Cad. No:16
Giresun İli,Şahinler Lokantası,Giresun,6412745,Bozkurt Mah. Gazhane Cad. No:12
Giresun İli,Şanlı Pide Salonu,Giresun,2150017,Gaziler Mah. Küçük Güre Mevki No:571 D:18
Giresun İli,Sato Köfte Salonu,Giresun,6113373,Gazi Mustafa Kemal Cad. No:134
Giresun İli,Şen Büfeterya,Giresun,2167366,Gazi Cad. No:151 D:21
Giresun İli,Öz Kardeşler Pide Ve Kebap Salonu,Giresun,2150125,Güce Mevki Atatürk Bulv. No:463
Giresun İli,Kalender Ocakbasi,Giresun,4292939,"Korliman Mah. Tirebolu Merkez, Tirebolu"
Giresun İli,Liman Lokantası,Giresun,4112688,Teyyaredüzü Mah. Atatürk Bulv.
Giresun İli,Şehr-i Lezzet,Giresun,2123424,Hacı Miktat Mah. Alpaslan Cad. Çilesiz Pasaj D:6
Giresun İli,Okusal Alabalık Tesisleri & Restaurant,Giresun,3942400,"Dereli Şebinkarahisar Karayolu 5. Km. Dereli Merkez, Dereli"
Giresun İli,Pizza Tomato,Giresun,2166216,"Kale Yolu Bekir Paşa Cad. No:25/A Giresun Merkez, Giresun Merkez"
Giresun İli,Akçaabat Köfte Salonu,Giresun,6413344,"Atatürk Bulv. Belediye İş Merkezi No:51/A Keşap Merkez, Keşap"
Giresun İli,Ariza Büfeterya,Giresun,2167419,Gazi Cad. No:111/B
Giresun İli,Abur Cubur Büfeterya,Giresun,(0454) 216 3305,Nizamiye Mah. Orhan Yılmaz Cad. Civelek Apt. No:55/B
Giresun İli,Doydum Fast Food,Giresun,2166323,Fevzi Çakmak Mah. Orhan Yılmaz Cad. No:80/A
Giresun İli,Karaca Restorant,Giresun,4293006,Amiral Şükrü Okan Cad. No:352/A
Giresun İli,Yalı Balık Restorant,Giresun,2163564,Atatürk Bulv. No:59/A
Giresun İli,SSK Lokantası,Giresun,2154061,Teyyareduzu Mah. Çotanak Sok. No:20
Giresun İli,Meşhur Adıyaman Çiğ Köftecisi Ömer Usta,Giresun,2129598,Gazi Cad. No:95 D:98
Giresun İli,Buket Pide,Giresun,2125586,Gazi Cad. No:159
Giresun İli,Haşlamacı İlhan Usta,Giresun,"
",Yeni Mah. Belediye Karsisi Piraziz/Giresun
Giresun İli,Altat Döner,Giresun,2162069,Gazi Cad. No:40
Giresun İli,Ada Piknik,Giresun,2129975,Gazi Cad. No:89
Giresun İli,Alibaba'nin Yeri,Giresun,4543247457,"Hacı Siyam Mah,İnönü Cad. No:12"
Giresun İli,Bayraktar Köfte Ve Kebap,Giresun,6115768,Gazi Mustafa Kemal Cad. No:226
Giresun İli,Bayramoğlu Kebap Salonu,Giresun,454 711 3281,Asya Pasajı K:2
Giresun İli,Beyaz Saray Lokantasi,Giresun,7114759,"Konuk Cad. No:3 Sebinkarahisar Merkez, Sebinkarahisar"
Giresun İli,Bircan Lokantası,Giresun,7112473,Konuk Cad. No:18
Giresun İli,Ferah Lahmacun Salonu,Giresun,6115107,23 Nisan Cad. Ferah Çapur Sok. No:9/E
Giresun İli,Abdullah Lokantası,Giresun,7513506,Hürriyet Cad. No:208/A
Giresun İli,Acıktım Tavuk Döner,Giresun,2129199,Fatih Cad. Tabaklar Geçiti No:2/
Giresun İli,Adaşlar Pide Lahmacun,Giresun,2120507,Fatih Cad. No:20/A
Giresun İli,Aksu Pide ve Kebap Salonu,Giresun,2129466,Orhan Yılmaz Cad. No:102
Giresun İli,Apaydın Tavuk Döner Şiş,Giresun,2163880,Hacı Miktat Mah. Fatih Cad. No:5/A
Giresun İli,Arzu Pide Salonu,Giresun,4715077,Merkez Mah.
Giresun İli,Avcıoğlu Bir Tat Lokantası,Giresun,3814314,Cemal Müdür Cad. No:88
Giresun İli,Meşhur Kebapçı,Giresun,2162620,Suat Akgün Sok. No:22
Giresun İli,Tarihi Lezzet Kebapçısı,Giresun,5813076,Gümüşçay Mah. Avukat Bilal Güdük Cad. No:55 Eynesil Merkez
Giresun İli,Çamlıca Köfte Salonu,Giresun,2122442,Topal Sok. No:12
Giresun İli,Camlıca Lokantası,Giresun,2127194,Gazi Cad. No:205
Giresun İli,Çeşme Pide Salonu,Giresun,2257059,Gedik Kaya Mah. Gazi Mustafa Kemal Bulv. No:190/A
Giresun İli,Çiçek Köfte,Giresun,4112137,Hükümet Meydanı No:24 D:1
Giresun İli,Sultan Sofrası,Bulancak,3184855,Bahçelievler Mah. No:103
Giresun İli,Pınar Fast Food,Bulancak,3181865,Cemal Gürsel Cad. No:65
Giresun İli,Başoğlu Pide,Bulancak,3143983,Ihsaniye Mah. Cemal Gürsel Cad. No:203
Giresun İli,Başak Pide Salonu,Bulancak,3185545,Şemsettin Cad. No:5
Giresun İli,Candaroğulları Pide,Bulancak,3184116,Atatürk Cad. No:10
Giresun İli,Güven Döner Salonu,Bulancak,3184122,Ihsaniye Mah. Hükümet Cad. No:58
Giresun İli,Gözde Pide,Bulancak,2255202,Sanayi Sitesi D:41
Giresun İli,Gündoğdu Köfte Salonu,Bulancak,3184603,Tari Sok. No:16/B
Giresun İli,Güner Lokantası,Bulancak,3143451,Sakarya Cad. No:1
Giresun İli,Asmali Çay ve Çorba Salonu,Bulancak,2257342,Sanayi Sitesi Idare Binası D:31
Giresun İli,Çoşkun Lokantası,Bulancak,3143439,Osman Gedikalı Cad. No:24
Giresun İli,Meydan Lokantası,Bulancak,3145039,Cumhuriyet Meydanı No:9
Giresun İli,Çakmak Pide Salonu,Bulancak,3182744,Fatih Cad. No:103/A
Giresun İli,Tadım Lokantası,Bulancak,3142407,Cemal Gürsel Cad. No:64
Giresun İli,Şeref Lokantası,Bulancak,3181188,Iskelebaşı Mevki Fatih Cad. No:49
Giresun İli,Uğur Lokantası,Bulancak,3181686,Hükümet Cad. No:22
Giresun İli,Deniz Kulübü Restaurant,Bulancak,3142207,Iskele Mah. Belediye İş Merkezi K:2
Giresun İli,Yeniay Lokantası,Bulancak,3185675,Sakarya Cad. No:9/A
Giresun İli,Kumyalı pide,Görele,04545150000,Kumyali Mahallesi Liman Baskanligi Karsisi
Giresun İli,Kumyali Pide Köfte Salonu,Görele,04545150000,Kumyali Mahallesi Taspark Karsisi
Giresun İli,Sedir 2000 Lokantası,Görele,5133001,Kumyalı Mah.
Giresun İli,Liman Restaurant,Görele,5135299,Kumyalı Mah. No:344
Giresun İli,Kirmanlar Lokantasi,Görele,5136027,2. Hal Sok. No:21
Giresun İli,Kobal Lokantası,Görele,5135944,Salih Sinirlioğlu Cad. No:15
Giresun İli,Terminal Lokantası,Görele,5136932,Kumyalı Mah. No:5/B
Giresun İli,Eğrice Sahil Pide,Piraziz,3615252,Fener Sok. No:8
Giresun İli,Trabzon Sporlular Lokantası,Piraziz,3613404,Ordu Cad. No:55
Giresun İli,Yaren Lokantası,Piraziz,3614572,Eren Mah. Ordu Cad. No:62
Kastamonu İli,Rıhtım Restaurant,Cide,8661717,Nasuh Mah. Murat Yenigün Cad.
Kastamonu İli,Aydınoğlu Aile Lokantası,Cide,03668662273,Kasabah Mah. Fatin Bey Cad. No:30/B
Kastamonu İli,Pasaj Lokantası,Cide,8662030,Kasaba Mah. Vali Murat Bey Sok. No:8/A
Kastamonu İli,Mehtap 2 Aile Lokantası,Cide,6764678,Fatin Bey Cad. No:7
Kastamonu İli,Meşhur Lokma Tatlısı,Kastamonu,6381516,"Ahiçelebi Mah. Reşadiye Cad. No:79 Devrekani Merkez, Devrekani"
Kastamonu İli,Zeytin Fast Food Restoran,Kastamonu,2122009,"Aktekke Mah. Yalçın Cad. Barutçuoğlu Alışveriş Merkezi K:2 Cebrail, Kastamonu Merkez"
Kastamonu İli,Hüma Restoran,Kastamonu,2121812,İsmail Bey Mah. Alemdar Sok. Toprakçılar Konakları No:2
Kastamonu İli,Yılmaz Kebapçı,Kastamonu,4172547,Çarşı Içi 5. Sok. No:15
Kastamonu İli,Meşhur Adıyaman Çiğ Köftecisi Ömer Usta,Kastamonu,2140447,"Cebrail Mah., Plevne Cd Yavuzlar İş Merkezi 12/A"
Kastamonu İli,Pizza Pizza,Kastamonu,"
",Ismailbey Mah. Kışla Cad. No:15
Kastamonu İli,Muhtarın Yeri,Kastamonu,3141320,Yazıçam Mevki İstanbul Yolu 7. Km. Tosya Merkez
Kastamonu İli,Deveci otantik cafe,Kastamonu,05367882101,Catalan Bati Koprusu Cikisi Topalak Sahil Yolu
Kastamonu İli,Hoşgör Pide Salonu,Kastamonu,5751400,Sınarcık Cad. No:45 Bozkurt Merkez
Kastamonu İli,Köseoğlu Restaurant,Kastamonu,5641174,Merkez Abana Merkez
Kastamonu İli,Köşem Lokantası,Kastamonu,2125660,Eski Sanayi Çarşısı Pasaj İçi No:8 Kastamonu Merkez
Kastamonu İli,Çiğköfteci Ömer Usta,Kastamonu,2145202,Plevne Cad. No:39
Kastamonu İli,Şölen Et Lokantası,Kastamonu,4171798,Kara Sait Mah. Atatürk Cad. No:8 Taşköprü Merkez
Kastamonu İli,Maxi Fast Food,Kastamonu,2142277,Cebrail Mah. Plevne Cad. No:40
Kastamonu İli,Bülbüloğlu,Kastamonu,2143132,Nasrullah Meydanı No:5 Kastamonu Merkez
Kastamonu İli,Erdem Sepetçioğlu,Kastamonu,2148096,Eski Sanayi Sitesi D:13/D Kastamonu Merkez
Kastamonu İli,Alişler Spesiyel,Kastamonu,6161121,Cumhuriyet Cad. No:2 Daday Merkez
Kastamonu İli,Taşfırın Nostalji,Kastamonu,03162141299,Aktekke Mah. Yalçın Cad. Barutçuoğlu AVM K:2 D:79
Kastamonu İli,Sinan Bey Konağı,Kastamonu,2126021,Hepkebirler Mah. Sinanbey Sok. No:12
Kastamonu İli,Yiğit Döner,Kastamonu,8113939,"Hatıpbağı Mah. Dere Sok. No:20 İnebolu Merkez, İnebolu"
Kastamonu İli,Ayisan Konak,Kastamonu,2148282,Bey Çelebi Mah. Atatürk Cad.
Kastamonu İli,Yener Döner,Kastamonu,2124212,Plevne Cad. Kemal Kırmızı Iş Merkezi
Kastamonu İli,Hoşgör Etli Ekmek ve Pide Salonu,Kastamonu,2122347,Cebrahil Mah. Plevne Cad. No:50
Kastamonu İli,Damla Restaurant,Kastamonu,5641287,Merkez Mah.
Kastamonu İli,Hizeloğulları Merkez Lokantası,Azdavay,7172038,Cumhuriyet Cad. No:48 Azdavay Merkez
Artvin İli,Terminal Kafeterya,Hopa,3515120,Sundura Mah.
Artvin İli,Burger King,Hopa,+90 466 421 21 12,Uzunyalı Mah. Dr. Alper Temur Cad. Atatürk Bulv.
Artvin İli,Tabbah Döner,Hopa,0466 361 2233 ,Uzunyalı Mah. Dr. Alper Temur Cad. Atatürk Bulv. İstanbul Bazaar AVM K:Giriş
Artvin İli,Kaçkar Kışla Alabalık,Yusufeli,0466 824 4345 ,Bostancı Köyü
Artvin İli,Şavşat Evi,Artvin,90 466 517 39 32,Yavuz Koyu
Artvin İli,bennebileyim,Artvin,904662122023,Carsi Mahallesi Cumhuriyet Caddesi
Artvin İli,Coşkun Pide ve Lahmacun Salonu,Artvin,2124354,Cumhuriyet Mah. Cumhuriyet Cad. No:36/D
Artvin İli,Aspirin Pide ve Kebap Salonu,Artvin,3515131,Dumlupınar Cad. No:21
Artvin İli,Meroli,Artvin,+90 538 058 1735,Aralık Köyü
Artvin İli,Tuyad Alabalık,Artvin,4212112,Hopa Borçka Kara Yolu 20. Km.
Artvin İli,eliyapansiyon restoran,Artvin,+(90)5376984115,Sarigol Yolu Uzeri 15. Km Yusufeli Artvin
Trabzon İli,Harman Cafe Restaurant,Sürmene,7464797,Çarşı Mah. İnönü Cad. Polis Karakolu Kavşağı No:10
Trabzon İli,Cadır Dağ Aile Dinlenme Tesisi,Akcaabat,+(90)5389888308,söğütlü beldesi esenteme mah ileliler cad no33
Trabzon İli,Burhan Usta Kofte Balik,Akcaabat,6660561,61300
Trabzon İli,Damla Kahvaltı ve Yöresel Yemek,Akcaabat,2283555,Sahil Cad. No:97
Trabzon İli,Mayi Kıyı Pide Ve Köfte Salonu,Akcaabat,2488441,"Fatih Mah. Söğütlü, Adnan Kahveci Bulv"
Trabzon İli,Ihlas Köfte,Akcaabat,2286187,Lise Cad. No:8
Trabzon İli,Aydınlar,Akcaabat,2488321,Merkez Mah.
Trabzon İli,Gocaba Merkez Lokantası,Arşın,7111173,Cumhuriyet Mah. Gocaba Mevki Orta Cad
Trabzon İli,Rebapcim,Yomra,3340445,Yomra
Trabzon İli,Buhara Kofte,Yomra,04623413517,D-010
Trabzon İli,Fatih Lokantası,Trabzon,8412503,Çarşı Mah. No:53 Vakfıkebir Merkez
Trabzon İli,Haliloğlu Pide Salonu,Trabzon,8412808,Çarşı Mah. Meltem Sok. Vakfıkebir Merkez
Trabzon İli,Doyum Tavuk Döner Salonu,Trabzon,8417012,Çarşı Mah. Düz Sok. No:6/A Vakfıkebir Merkez
Trabzon İli,Yağız Fast Food,Trabzon,8417177,Çarşı Mah. No:11 Vakfıkebir Merkez
Trabzon İli,Segafood,Trabzon,2281099,İnönü Cad. No:127 Akçaabat Merkez
Trabzon İli,Meşhur Adıyaman Çiğ Köftecisi Ömer Usta,Trabzon,2305998,"İnönü Mah., Trabzonspor Blv No:142"
Trabzon İli,Acıktım Büfe & Fast Food,Trabzon,2282715,İnönü Cad. Şeker Sok. No:6/B Akçaabat Merkez
Trabzon İli,Karadeniz Pide Salonu,Trabzon,8416319,Kurtuluş Cad. No:31/B Vakfıkebir Merkez
Trabzon İli,Yavuzlar Köfte Salonu,Trabzon,5123833,Avrasya İş Merkezi No:61 Maçka Merkez
Trabzon İli,Bahar Lokantası,Trabzon,2512559,Doğanköy Cad. No:5 Akçaabat
Trabzon İli,Baş Kebabistan,Trabzon,04628714333,Cumhuriyet Mah. Meydan Cad. No:20/A
Trabzon İli,Şaffak Restorant,Trabzon,8418289,Sahil Cad. Vakfıkebir Merkez
Trabzon İli,Ugur,Trabzon,905413232841,Trabzon Uzungol
Trabzon İli,La Couronne D'or,Trabzon,3268400,Maraş Cad. Zorlu Grand Otel No:9 Trabzon Merkez
Trabzon İli,Beyaz Saray Köfte Salonu,Trabzon,8413755,Çarşı Mah. Ziya Gökalp Cad. No:2/B Vakfıkebir Merkez
Trabzon İli,Façuna,Trabzon,3268400,Maraş Cad. Zorlu Grand Otel No:9 Trabzon Merkez
Trabzon İli,Sultan Sofrası,Trabzon,3268400,Maraş Cad. Zorlu Grand Otel No:9 Trabzon Merkez
Trabzon İli,Fisilti Cafe,Trabzon,904623213132,Gazipasa Mah
Trabzon İli,Konak Pide Salonu,Trabzon,8813627,Özkürtün Cad. Tonya Merkez
Trabzon İli,Güven Lokantası,Trabzon,2282377,Dürbinar Mah. Çınarlı Sok. Akçaabat Merkez
Trabzon İli,Orhan Pide,Trabzon,2290505,Fatih Mah. Fatih Cad. No:1 Trabzon Merkez
Trabzon İli,Öğretmen Pide Salonu,Trabzon,2304165,Maraş Cad. No:180/B Trabzon Merkez
Trabzon İli,İmren Lokantası,Trabzon,2281435,Orta Cad. No:4/A Akçaabat Merkez
Trabzon İli,Pulathane Yemek Salonu,Trabzon,2283887,Gülpınar Mah. İnönü Cad. Pulathane İş Merkezi No:8 K:1 Akçaabat Merkez
Trabzon İli,Mavi Kıyı Köfte Salonu,Trabzon,8714555,Adacık Mah. No:38 Beşikdüzü Merkez
Trabzon İli,Altat Ekmek Firini,Trabzon,(0462) 223 86 02,Aydinlikevler Mah
Trabzon İli,Özdemir,Trabzon,+90 (462) 341 20 45 ,Sana mevkii Yomra/Trabzon
Trabzon İli,Koru Pizza Restaurant & Cafe,Trabzon,3259386,Kanuni Kampüsü Karadeniz Teknik Üniversitesi
Trabzon İli,Hafsa Sultan Konağı,Trabzon,+(90)462 400 00 40,Sarayiatikcami sok. no : 4 Ortahisar
Trabzon İli,Crakerspizza,Trabzon,2482010,"Karatas Apt. Yildizli, Akcaabat"
Trabzon İli,Körfez Metin,Trabzon,2271037,Çolaklı Mah. Liman Mevki Akçaabat Merkez
Trabzon İli,Akasya Köfte ve Döner Salonu,Trabzon,2286169,İstiklal Cad. Bayraktar İş Hanı No:34/B Akçaabat Merkez
Trabzon İli,Emperyal Restaurant,Trabzon,326 0024,Iskele Cad. No. 21
Trabzon İli,McDonald's,Trabzon,3262921,Atatürk Alanı Maraş Cad. Sulu Han K:1 D:20
Trabzon İli,Crakers Pizza,Trabzon,3300433,Değirmendere Mevki Devlet Sahil Yolu Cad.
Trabzon İli,Gökkuşağı Cafe,Trabzon,3412991,Sancak Mah. Gürsel Yolu Cad. No:29
Trabzon İli,Şehzade,Trabzon,2286040,Pazar Yeri Hal Dükkanları No:61 Akçaabat Merkez
Trabzon İli,Sebat Balık Restaurant,Trabzon,2280811,Samsun Cad. Temel Arslan Sitesi No:35
Trabzon İli,Crakers Pizza - Meydan Şubesi,Trabzon,+(90)462 326 1590,Kemerkaya Mah. Gazi Paşa Cd Razi Aksu İş Hanı No:5/C
Trabzon İli,Ahmet Ustanin Yeri Hamsikoylu,Trabzon,904625328141,Erzurum Yolu Uzeri Basar
Trabzon İli,Çiğköfteci Ömer Usta,Trabzon,2287656,İstiklal Cad. No:17
Trabzon İli,Pizza Pizza,Trabzon,3300108,Değirmendere Mevki Devlet Sahil Yolu Cad.
Trabzon İli,Bahriyelinin Yeri,Trabzon,2285068,Orta Cad. No:12/A Akçaabat Merkez
Trabzon İli,Sevban Sofrası,Trabzon,3212499,Iskender Paşa Mah. Atatürk Meydanı No:21/A
Trabzon İli,Müze Çay Bahçesi,Trabzon,0462.239.4082,Ayasofya Mah. / Ayasofya Müzesi Yanı
Trabzon İli,Akçaabatlılar Köfte ve Balık Salonu,Trabzon,3232073,Mektep Sok. No:7/A
Trabzon İli,Kebap Center,Trabzon,2305359,Beşirli Mah. Sahil Yolu Cad. No:172/B
Trabzon İli,Kebap Center,Trabzon,2290436,Fatih Mah. Trabzon Spor Bulv. No:116/B
Trabzon İli,Kolemenoğlu Restaurant,Trabzon,2237272,2 Nolu Beşirli Mah. Sahil Cad. No:175
Trabzon İli,Arzum Köfte Salonu,Trabzon,2288373,İstiklal Cad. Akçaabat Merkez
Trabzon İli,Şahin Köfte ve Kebap Salonu,Trabzon,2301231,Gülbahar Hatun Mah. İnönü Cad. No:63 Trabzon Merkez
Trabzon İli,Mert Lokantası,Trabzon,3262665,Atatürk Alanı No:9 Trabzon Merkez
Trabzon İli,Takıl'es,Trabzon,3263322,Kemerkaya Mah. Maraş Cad. No:6 Trabzon Merkez
Trabzon İli,Hanedan Yemek & Pide Salonu,Trabzon,3269494,Gazi Paşa Mah. Cudi Bey Mektep Sok. No:5/A Trabzon Merkez
Trabzon İli,Eko Tat Kebap Lahmacun Salonu,Trabzon,3218306,1. Erdoğdu Mah. Cumhuriyet Mektep Sok. D:5 Trabzon Merkez
Trabzon İli,Tatlıcı Tombak,Trabzon,3300297,Değirmendere Mah. Sahilyolu Cad. Forum Trabzon K:3 D:15
Trabzon İli,Beşiroğlu Köfte Döner Salonu,Trabzon,2288548,İnönü Cad. Belediye Hal Dükkanları D:63 Akçaabat Merkez
Trabzon İli,Komagene,Trabzon,7215010,Yolgeçen Mah. Trabzon Cad. No:212
Trabzon İli,Crakers Pizza - Forum Şubesi,Trabzon,+(90)462 330 0433,"Değirmendere Mah. Devlet Sahilyolu Cd Forum Trabzon No:101 D:9, Sanayi/Trabzon, Türkiye‎"
Trabzon İli,Komagene,Trabzon,7465103,Çamlıca Mah. Sahil Cad. No:74/A
Trabzon İli,Pizza Pizza,Trabzon,3211219,Gazi Paşa Mah. Kasımoğlu Çıkmazı Aydın Pasajı No:18 D:3
Trabzon İli,Dolunay Hamburger,Trabzon,3262505,Kemer Kaya Mah. Halkevi Sok. No:29
Trabzon İli,Adana Kebap ve Dürüm Evi,Trabzon,2270206,Nefsi Pulathane Mah. Eğitim Sok. No:6 Akçaabat Merkez
Trabzon İli,kahve degirmeni,Trabzon,904623331333,kahve degirmeni
Trabzon İli,Soğuksu Aile Alabalık Tesisleri,Trabzon,2487894,Merkez Mah. Derecik Yolu Akçaabat
Trabzon İli,Ensar Pide,Trabzon,2487131,Adnan Kahveci Bulv. Ragıp Ağa Sitesi Derya Apt. Akçaabat Merkez
Trabzon İli,Hasbihal Cafe,Trabzon,+90 462 322 2209,Ataturk Lisesi arkasi
Trabzon İli,Trabzon Mangal Dünyası,Trabzon,3262488,"İskender Paşa Mah. Atatürk Meydanı No:6 Sanayi, Trabzon Merkez"
Trabzon İli,Bahriyelinin Yeri,Trabzon,2488900,Sahil Cad. No:33 Yıldızlı
Trabzon İli,Sofram Kofte,Trabzon,04627712424,Sulakli Mah.Yali Cad.no 3b
Trabzon İli,Seremet Restaurant,Trabzon,5121856,Cosandere Köyü Sumela Manastırı Yolu 3. Km.
Trabzon İli,Hizirbey Lokantasi,Trabzon,2234407,"Kahraman Maras Cad. No:247 Trabzon Merkez, Trabzon Merkez"
Trabzon İli,Ekmek Teknesi,Trabzon,3222090,Tabakhane Cad. No:96
Trabzon İli,Dürümland,Trabzon,3216961,Uzun Sok. No:3/A
Trabzon İli,Şahane,Trabzon,3232222,Atatürk Alanı No:4/C
Trabzon İli,Ice Mar,Trabzon,3263889,Maraş Cad. No:103
Trabzon İli,Anemoon Cafe Restaurant,Trabzon,3346360,Sahil Yolu No:109
Trabzon İli,Ustam Pide ve Kebap Salonu,Trabzon,2241305,Yeni Mah. Kahramanmaraş Cad. Trabzon Merkez
Trabzon İli,Meydan Kebap Salonu,Trabzon,2283495,Lise Cad. No:16 Akçaabat Merkez
Trabzon İli,Meydan Kebap Salonu,Trabzon,3210203,Iskender Paşa Mah. Sıra Mağazalar No:17
Trabzon İli,Misina Balık,Trabzon,3263185,Kunduracılar Cad. Neşe Sok. No:3 Trabzon Merkez
Trabzon İli,Komagene,Trabzon,8414777,Çarşı Mah. Belediye Cad. No:9/A
Trabzon İli,Yemekteyiz Döner ve Yemek Salonu,Trabzon,2304210,"Hızırbey Mah. Maraş Cad. No:247 Trabzon Merkez, Trabzon Merkez"
Trabzon İli,İskender's Kebap,Trabzon,+90 (462) 3264696,Gazi Paşa Mah. Yavuz Selim Bulv. Tanjant Yolu Beşirli
Trabzon İli,Sbarro,Trabzon,3300383,Değirmendere Mah. Sahil Yolu Cad. Forum Trabzon K:1 D:8
Trabzon İli,Çigköftem,Trabzon,"
",Değirmendere Mevki Devlet Sahil Yolu Cad.
Trabzon İli,Beğendik Burger,Trabzon,3219540,Uzun Sok. No:6
Trabzon İli,Dudu Cafe And Restaurant,Trabzon,3261232,Kemer Kaya Mah. Halkevi Sok. No:5/a
Trabzon İli,Berk Ikinci Bahar,Trabzon,3250074,Kalkınma Mah. Farabi Cad. No:36
Trabzon İli,Crakers Pizza - Kalkınma Şubesi,Trabzon,+(90)462 332 0332,"Kalkınma Mah. Tıp Fakültesi Cd No:26, Trabzon Merkez/Trabzon, Türkiye‎"
Trabzon İli,Soho Greens,Trabzon,2233748,Çetinkaya Cad. Varlıbaş Plaza K:1 D:22
Trabzon İli,Şölen Et Balık,Trabzon,3217679,Belediye Alanı D:18
Trabzon İli,Acıktım,Trabzon,5121199,Meryem Ana Yolu
Trabzon İli,Os-kar Kebap,Trabzon,3261188,Gazi Paşa Mah. Mektep Sok. No:1
Trabzon İli,Irem Kebap,Trabzon,2298270,Toklu Mah. No:14/A
Trabzon İli,Deniz Pide Salonu,Trabzon,3233143,Çarşı Mah. Mahmut Koloğlu Cad. No:8
