sehir,isim,ilce,tel,adres
Antalya İli,Aspendos Restaurant,Patara,5417154100,Gelemis Koyu
Antalya İli,Saray Mutfak,Alanya,+90 242 519 0405,Saray Mah. Halimaga Sk. Hamza Temiz Apt
Antalya İli,Isa's Restaurant Cafe Bar,İncekum,+905418794988,İncekum Neighbourhood D400 Highway
Antalya İli,Adana Ocakbasi,Kalkan,242 844 21 02,Ortaokul Caddesi No 2
Antalya İli,Vati Cafe Bistro,Kaş,02428361980,Uğur Mumcu Cad.
Antalya İli,Indonesian Restaurant Bali,Mahmutlar,+90 546 968 5875,Yeni Mahalle Sahil App. 2A
Antalya İli,Medusa Bar Camping Patara,Patara,+90 908435193,Gelemis Koyu
Antalya İli,Villa Okan restaurant,Alanya,+90 242 512 3302 ,Şekerhane Mah. Bostncıpınarı Cad. No.28
Antalya İli,Lola Restaurant,Kaş,0242-836-21-86,"Cumhuriyet Meydani, no:13"
Antalya İli,Bread and More,Kalkan,902428441551,Kalamar Road
Hatay İli,Sveyka Restaurant,Antakya,3262133947,Kurtuluş Cad. No:58 Antakya Merkez
Antalya İli,Trio Restaurant and Bar,Kalkan,844 3380,Merkez Kalkan
Antalya İli,Blue Turtle,Kalkan,+90 532 357 4736,Nilufer Sok. No. 2
Antalya İli,Meymekan Restaurant,Kaş,+90 242 836 3126,Makmarin Setur Marina
Antalya İli,Destino Restaurant,Alanya,+90 242 511 7772,Destino Restaurant
Antalya İli,Cafe Avlu,Kaş,+90 532 656 8673,"Andifli Mahallesi No: 17/F,Öztürk Sokak"
Antalya İli,Panderosa Restaurant,Alanya,+90 242 519 3600,"Sekerhane Mahallesi, Bostanci Pinari Caddesi"
Antalya İli,Green Beach Restaurant,Alanya,+90 242 512 5489,Ataturk Cad. Hotel Grand Okan ArkasI
Antalya İli,Stay Kitchen and Bar,Alanya,+90 242 514 03 23,Sadullahoglu Caddesi Alanyum Avm Karsisi Evzen Mobilya Arkasi
Antalya İli,Akay Pension Restaurant,Patara,0090 242 8435055,Kazim Akay
Antalya İli,Eniştenin Yeri,Kaş,0242 836 32 12,Belediye Dükkanları No:7
Antalya İli,Coriander,Kalkan,+90 242 844 1405,Mahallesi Sehitler Caddesi
Antalya İli,Ada fish restaurant,Kalkan,534 682 7953,Kaputas beach
Antalya İli,Side Friends Restaurant,Manavgat,+90 242 753 7222,Fatih Sultan Mehmet Bulv. Sok. 1523
Antalya İli,Casa La Luna,Kemer,242 814 42 00,Ataturk Blv
Antalya İli,Mahperi Restaurant,Alanya,512 5491,Iskele Cad. Carsi Quarter No. 20
Antalya İli,Turgay Et Lokantası,Antalya,242 324 3060,Caglayan Mah. 2048 Sokak No:5/1
Antalya İli,Deniz Restaurant Biftek ve Deniz Urunleri,Belek,+90 536 937 4601,akdeniz mah.atif zengin cad. no1-2 belek
Antalya İli,İstanbul cafe,Alanya,05425195382,Guzelyali Cad Ataturk Parki Karsisi no4 Damlatas Alanya
Antalya İli,Sefin Yeri Restaurant,Alanya,02425130642,Güllerpınarı Mah. A.Asim Tokuş Cad.
Antalya İli,Kingfisher Restaurant,Manavgat,+90 242 753 3548,Kiremithane Sk. No:137
Antalya İli,Sultan Ay Restaurant,Manavgat,00905363132394,Kemer Rd.
Antalya İli,Küçükoglu restauran,Manavgat,05355920607,Side Bulvari No 53
Antalya İli,Köfteci Süleyman,Kalkan,905425821577,Şehitler Caddesi Migros Yani
Antalya İli,Cinarlar Restaurant Cafe&Beach,Kaş,8363504,Kucuk Cakil Mah.
Antalya İli,7 Mehmet,Antalya,+902422385200,Meltem Mah. Dumlupinar Bulv. Ataturk Kultur Parki No:201
Mersin (İçel),Fixmenü Ev Yemekleri,Mersin,+90 324 325 8009,Inonu Mahallesi 1407 sok kurek apt no:17
Antalya İli,Patio Restaurant,Antalya,+90 242 244 0730,Mermerli Sokak
Antalya İli,Sailing Terrace Restaurant,Patara,5354162416,Patara
Antalya İli,Akhisar Koftecisi,Kemer,8250093,Ulupinar Koyu
Antalya İli,Why Not Restaurant & Bar,Alanya,+90 242 513 6202,Güller Pınarı Mah.Yenilmez Cad.No:1/A
Antalya İli,Cihan Kebap Restoran,Manavgat,+90 242 753 6969,Yalı Mahallesi Side Bulv.
Antalya İli,ALAADDİN BİSTRO STEAK HOUSE,Manavgat,+90 532 646 4851,selimiye mah.deniz bükü mevki
Antalya İli,Havuzbasi Restaurant,Kemer,8250024,Ulupinar Koyu
Antalya İli,Orfoz Restaurant,Manavgat,90 242 753 13 62,Selimiye Mah. Eski Iskele Mevki Liman Cad. No:58/C
Antalya İli,AMELDA,Manavgat,+90 242 753 7270,Selimiye Mh. 507 Sk.
Antalya İli,Mussakka Brasserie,Kalkan,00902428441576,Yaliboyu Mah. Hasan Altan Cd. No:7
Antalya İli,Emek Restaurant,Kemer,8250023,Ulupinar Koyu Merkez Mah.
Antalya İli,Merhaba Garden Restaurant,Kemer,0090 242 814 55 94,Ataturk cad 44
Antalya İli,Fısıltı Cafe Ev Yemekleri,Antalya,0090-242-2470568,Haşim İşcan Mah.1306 Sok Atatürk Caddesi No:20
Antalya İli,Redtower Brewery Restaurant,Alanya,+90 242 513 6664,Iskele Cad. No. 80
Antalya İli,Olympos Yavuz Hotel Restaurant,Çıralı,+(90)5333716465,Ulupınar Köyü Çıralı Mah.
Antalya İli,Ata Mezze Grill,Kalkan,0090-242-844-1-600-0090-533-714-0-707,Sehitler cd no 21 Kalkan Kas
Antalya İli,Sibel's Four Seasons Cafe & Restaurant,Antalya,+90 533 375 7297,Merkez Sok. No:3
Antalya İli,Chillies,Kalkan,902428441118,Kalamar Yolu No18
Antalya İli,Efendi Restaurant & Bar,Kaş,+90 242 836 3150,Andifli Mah. Cumhuriyet Meydani
Antalya İli,Likya Residence A La Carte Restaurant,Kalkan,+(90)2428441055,Likya Residence Hotel and Spa
Antalya İli,Meshur 49 Pide ve Kebap Salonu,Manavgat,7533949,Kazim Karabekir Cad. No:4
Antalya İli,Sofa,Kaş,+90 242 836 2405,"Hastane Caddesi, No:36"
Antalya İli,Casper Restaurant & Bar,Alanya,+(90)5466974852,Keykubat Caddesi Guller Pinar Mah No 137/A Yali Taksi Yani
Antalya İli,Sultan Sofrası Restaurant,Alanya,905125627,Güllerpınarı Mah. Oba Yolu Alanya Merkez
Antalya İli,Kaison Sushi,Antalya,902422488424,269/1 Lara Caddesi
Antalya İli,Kalimera Cafe Bar Kaş,Kaş,+(90)2428364088,Andifli Mah Terzi Sokak No:2
Antalya İli,Fish Terrace,Kalkan,8443076,Yaliboyu Mah. Ataturk Cad. 5 Nolu Sok.
Antalya İli,Agatha Lodge and More,Antalya,05426149775,Kaleici - Kral Yolu / Old City - King Road
Antalya İli,Macha Cafe & Restaurant,Antalya,+90 242 244 2713,Kilic arslan mahallesi Hesapci sokak no 50
Antalya İli,Kiss Bar,Manavgat,242-753-3182,Selimiye mah. Barbaros cad. no:64
Antalya İli,Our Home,Kalkan,8441366,Yakomoz Sokak
Antalya İli,Safran Restaurant Cafe & Bar,Manavgat,535 569 6119,"Selimiye Mahallesi Adnan Menderes BulvarI, Sitesi no 14 Manavgat ,Side Türkiye"
Antalya İli,Zaika Ocakbasi,Kaş,+90 242 836 2373,İlkokul Sokak No: 13 / 1
Antalya İli,Nur Beach Bar & Restaurant,Kaş,+90 242 836 1828,Hükümet Caddesi
Antalya İli,Lush Restaurant Bar,Manavgat,+(90)5413327338,Adnan Menderes Bulvari
Antalya İli,Il Vicino Pizzeria,Antalya,+(90)2422444053,Pasa Camii Sokak. No:12 Kaleici
Antalya İli,Antalya,Antalya,5325075635,Caglayan MH. 2004 SK. 7/2
Antalya İli,Kleo Cafe And Bar,Kalkan,"
",İskele Sokak
Antalya İli,Crusoe Restaurant Cafe Bar,Alanya,2425116601,Ataturk caddesi 39/A Kadıpasa Mahallesi
Antalya İli,Bar Celona Tapas Bar,Alanya,+90 242 512 4005,Ataturk Blv 77
Antalya İli,SİMGE RESTORANT,Çıralı,+905063280051,Ulupinar Koyu Cirali Mah.
Antalya İli,Favori Resturant Cafe,Manavgat,05337321953,Sarmaşık Sokak 48
Antalya İli,Tepe Mountana,Alanya,5221818,Tepe Mah. Cataloluk Mevki No:34
Antalya İli,Zinbad Restaurant,Kalkan,02428443475,Yaliboyu Mah. Mustafakocakaya Cad. no26
Antalya İli,Limos Restaurant Kalkan,Kalkan,+90 242 844 2742+90 242 844 2742,Yaliboyu Mahallesi Iskele Sokak No:13 Marina
Antalya İli,öz Nazilli restaurant,Kaş,905425168470,Ataturk Bulvari No 15 Vakif Bank Yani
Antalya İli,Agora Restaurant & Bar,Manavgat,+90 242 753 2515,Selimiye Mah. Turgut Reis Cad. No:46
Antalya İli,Paprika,Kalkan,242 844 34 86,Hasan Altan Cd
Antalya İli,GELOS,Kaş,+(90)5388118806,Ozturk Sokak No:8
Antalya İli,Pinokyo,Belek,2427151210,Akdeniz Mahallesi Atıf Zengin Caddesi
Antalya İli,Bella Vita,Kaş,+90 242 836 2014,Cumhuriyet Meydani No 15
Hatay İli,Petek Pastanesi,İskenderun,+90 444 3 431,Savaş Mahallesi Mareşal Çakmak Caddesi No:16 İskenderun / HATAY
Antalya İli,Kasikara Ocakbasi Restaurant,Alanya,+90 242 519 34 47 ,House mh. Sk Kasapoglu
Hatay İli,Pöç Kasabı ve Kebap Salonu,Antakya,+90 326 213 9503,Yeni Cami Mah. Uzun Çarşı Cad. No:154
Antalya İli,Seraser Fine Dining Restaurant,Antalya,+90 (0) 242 247 6015,Tuzcular Mah. Karanlık Sok. No:18 Kaleiçi
Antalya İli,CiCi,Kemer,+90-5315819309,Camyuva
Antalya İli,Emerald Garden Restaurant,Alanya,+90 532 408 0054,Merkez Oba Kasabasi Gol Mah.Fatih Cad.Tasdemir Apt NO:55/A
Antalya İli,Merlot Food & Drink,Alanya,90.242.519 42 42 ,No.76 Iskele Caddesi
Antalya İli,Rosemary Restaurant & Lounge,Kalkan,2428443157,"Yaliboyu Mah, Kalkan, Antalya"
Antalya İli,Kosk Restaurant,Kaş,00902428361057, 
Antalya İli,Lipsos Restaurant,Kalkan,+90 242 844 2617,Yali Boyu Mah. Iskele Caddesi No: 13
Antalya İli,Rivera Park Restaurant,Beycik,0242 8161005,Tahtalidagi (Beycik/kemer)
Antalya İli,Casa De Flor Restaurant & Cafe,Kemer,+90 533 544 7436,Merkez Mah. Ataturk Bulvari. 41 / B 07980
Antalya İli,Atmosphere Restaurant & Bar,Mahmutlar,+90 532 541 9800,Mahmutlar Mahallesi
Antalya İli,Cafe Mola,Kaş,+(90)2428361994,Emin Erdem meydani No: 3/B
Antalya İli,Akın Restaurant,Kalkan,+902428443025,Yaliboyu Mah. Koca Mustafa Kaya Cad.
Antalya İli,Kalamaki Restaurant,Kalkan,844 1555,Yali Boyu Mah. Hasan Altan Cad. No. 43
Antalya İli,Foto's Pizza,Kalkan,+90 242 844 3464,Yalıboyu Mah. Mustafa Kocakaya cad. 2/20
Antalya İli,Bijout Boutique Cafe,Kaş,+90 539 233 9500,Suleyman Topcu Street No. 16
Antalya İli,Vanilla Lounge,Antalya,+90 242 247 6013,Hesapci Sokak
Antalya İli,Hunkar Ocakbasi,Kalkan,242 844 2077,Sehitler Cad 38/E
Antalya İli,Liman Restaurant Lounge Club,Manavgat,902427531168,Nar Sokak
Antalya İli,Afrodit Restaurant,Manavgat,+90 242 753 1171,Selimiye Mahallesi Liman Caddesi
Antalya İli,The Alternatif Restaurant,Kalkan,90 242 844 36 31,Mustafa Akdeniz
Antalya İli,Han Restaurant,Kalkan,902428441415,Sehitler Caddesi & Mentese mah. no:49
Antalya İli,maya steak house,Kaş,+90 242 836 1613,Uzuncarsi
Antalya İli,İskele Sofrası,Alanya,5327824647,Çarşı Mah.Tophane Cad. No:2/B
Antalya İli,Gourmet Terrace Restaurant,Kalkan,902428442932,Yalibou Mah
Antalya İli,Moonstone Restaurant,Kalkan,+(90)5070343944,Yalı Boyu Mah. Merkez Postane Yanı
Antalya İli,My Corner,Manavgat,05426365660,Cemal Gursel Bulvariusaklar Apartment 24
Antalya İli,Tobys Restaurant,Kaş,2428364144,Ozturk Sok. Tandem Binasi No:17
Antalya İli,Dinner Restaurant,Alanya,+90 530 772 6702,Cumhuriyet Mh. Yaşar Doğu Cd.
Antalya İli,Manzara Restaurant,Kaş,836 2625,"Cukurbag Peninsular, Demokrasi Caddesi"
Antalya İli,Cinarlar Pizza and Pide,Kaş,902428362860,Sube sokak No:4
Antalya İli,ISOS KITCHEN,Kalkan,2428442415,17 Süleyman Yilmaz Caddesi
Antalya İli,Basilica,Belek,7100500,Ileribasi Mevki Gloria Verde Resort
Antalya İli,Marina Restaurant,Kalkan,0090 242 8443384,Mermerli Sokak No 15
Antalya İli,Ravza Restaurant,Alanya,513 3983 ,Carsi Mah. Zambak Sok. No. 16
Antalya İli,Kappari Restaurant,Kalkan,00 90 242 844 24 53 ,Kalkan Mah. Iskele Caddesi
Antalya İli,Zeytinlik Restaurant (Olive Garden),Kalkan,0242 8443408 / 8442820,Old Town
Antalya İli,Surf Cafe Bar,Manavgat,+90 533 724 0008,Fatih Sultan Mehmet Bulv. 61
Antalya İli,Zula Restaurant,Kalkan,+90 242 844 1520,Hasan Altan Cad
Antalya İli,Adam's Place,Kalkan,0242 8443232,Kas Road
Antalya İli,Malibu Gourmet Restaurant,Mahmutlar,0242 528 4724,Mehmet Çakır Caddesi
Antalya İli,The Lime,Kalkan,+90 242 844 1144,"Kalkan Mahallesi, Şehitler Caddesi No:36"
Antalya İli,Yakamoz Restaurant & Cafe Bar,Kalkan,00902428442070,Iskele caddesi yalI boyu mahalesI
Antalya İli,Mussakka Restaurant,Kalkan,844 1576,Yali Boyu Mah. Iskele Sok. No. 41
Antalya İli,Begonvil Cafe,Kalkan,0242 8443022,Kalkan Main Street
Antalya İli,Chef's Salt'N Pepper,Alanya,+90 242 511 78 77,Kızlarpınarı Mah. Atatürk Cad. 1504.Sok No:1
Antalya İli,Pirate Captain Restaurant,Kemer,902428143730,Merkez Mah. Liman Cad. No:36/B
Antalya İli,Wapiano Restaurant,Kalkan,+90 242 844 3716,Hasan Altan Caddesi no:3
Antalya İli,Kokoyaki,Antalya,+90 242 349 5800,Guzeloba Mahallesi Lara Caddesi
Antalya İli,Asian Gate,Kalkan,+(90)2428441085,"Cümhüriyet Caddesi, Kalamar Yolu, No.6 Kalkan"
Antalya İli,Zeytin Restaurant,Kaş,05326048569,Cumhuriyet Meydani
Antalya İli,Umut Pide,Manavgat,+90242 753 17 83,Kum Köyü Yolu Üzeri
Antalya İli,Groften Restaurant,Alanya,+(90)5375764892,Kizlarpinari Mah. Dinek SK. Gunes Apart. NO 3.. Alanya
Antalya İli,Doruk Pastanesi,Manavgat,02427535820,YALI MAH. 1003 SK. NO-8 SIDE MANAVGAT ANTALYA
Antalya İli,Sempati,Kaş,90 (242) 836 24 18 ,"UzuncarsI Caddesi, Gursoy Sokak, No:11"
Antalya İli,Novi restaurant of scandinavia,Manavgat,00902427532928,Selimiye mah.609 sok/no 9/C side.
Antalya İli,Paradise Cafe,Adrasan,0242 883 1267,Deniz Mahallesi
Antalya İli,Cafe Corner Restaurant,Kaş,902428363661,Ibrahim Serin Sokak 20
Antalya İli,Yelken Cafe & Bistro,Kalkan,+(90)5308788010,"Cumhuriyet Caddesi, Kalamar Yolu, No:98"
Antalya İli,Cafe Leon,Kalkan,90 242 844 1103,Yali Boyu Mahellesi
Antalya İli,Seaport Restaurant,Kalkan,2428441505,Yaliboyu Mah
Antalya İli,Sade Restaurant,Kalkan,+90 242 844 2303,YalIboyu Mah. Hasan Altan Cad. no:7
Antalya İli,Natur-el,Kaş,+90 544 631 7275,Uzunçarsı Sokak No:6
Antalya İli,A Different Taste,Alanya,90-539-471-1068,Hasan Suvari Sokak
Antalya İli,Samphire Restaurant,Kalkan,+(90)2428441005,Yaliboyu Mah.1inci Sok No:6
Antalya İli,Sofra Terrace Restaurant,Kalkan,"
",corner of Süleyman Yilmaz Cad. & 7 Sok.
Antalya İli,Kimyon Restaurant Kumkoy,Manavgat,+90 242 747 6262,Cumhuriyet Bulvari 27
Antalya İli,Panorama Restorant,Kaş,+90 242 836 3688,"Hükümet Caddesi 10, Kaş"
Antalya İli,Seasons Restaurant,Alanya,+90 530 010 5656,"Oba Gol, 27.sokak alanya"
Antalya İli,Voyn Bistro,Kaş,902428363154,Hukumet Cad. No:7
Antalya İli,Ratatouille,Kaş,+90 5317245846,Cumhuriyet Meydani
Antalya İli,Aqua Cafe Bar,Kalkan,05452663879,Kalamar Road 85/1
Antalya İli,pasha restaurant,Kalkan,+90 532 300 4309,kalkan mah. şehitler cad.
Antalya İli,Retro Bistro,Kaş,+90 242 836 4282,İbrahim Serin Cad. No:13
Antalya İli,KOSK Restaurant,Kalkan,+90 242 844 3495,Yaliboyu Mah . Kalkan
Antalya İli,Küçük Ev,Kalkan,90-242 844 28 17,Yalıboyu Mah. Hasan Altan Cad. No:18
Antalya İli,Miami Restorant & Bar,Manavgat,+90 541 834 7805,Cennetler Area Behind Side Resort Hotel
Antalya İli,Celik Terrace Restaurant,Kalkan,+902428442126,Yaliboyu Mah. Suleyman Yilmaz Cad. No:6 Kalkan
Antalya İli,Bistro Paradise,Alanya,00-90-242-515-05-18,Gullerpinari Mh Yenilmez Cd Cimen Otel Sk
Antalya İli,Jimmy Joker Steakhouse,Kaş,+90 532 050 1322,Ptt Karşısı No:16
Antalya İli,Baharat Restaurant & Bar,Kalkan,+90 242 844 3976,Yali Boyu Mah. Hasan Altan Cad. No. 12
Antalya İli,Sultan Pide Kebap,Manavgat,+(90)2427535345,"Liman Caddesi No 131,Ptt Yani"
Antalya İli,Rosemary Restaurant,Kalkan,+(90)535 608 9885,Kalkan Marina
Antalya İli,Galeria Gurme Restaurant,Alanya,902425144614,Oba Mah. Kultur Sk
Antalya İli,Lal Cafe,Antalya,+90(242)2446236,Iskele Caddesi
Antalya İli,Limonlu Bahce,Kalkan,+90 242 844 1634,Sehitler C 36
Antalya İli,Aperlai Yoruk Ramazan Restaurant,Üçağız,+90 539 295 2945,Polemus buku
Antalya İli,Efe Garden - Restaurant,Alanya,"
",obagöl mevkii renda otel cad.Oba/Alanya
Antalya İli,saray,Manavgat,"
",gundoldu blvd
Antalya İli,Pink House,Antalya,+(90)2422280807,Arapsuyu Mahallesi 605 Sokak Basaranlar Sitesi 11/D Konyaalti
Hatay İli,Vitamin Kasabi,Antakya,(326) 212 1571,"Yeni Cami Mh., Uzun Carsi Cd No:158, 31000 Antakya/Hatay"
Antalya İli,Favori Restaurant,Antalya,+902422482336,Tuzcular Mah.
Antalya İli,Nereid Meyhanesi,Kaş,02428363474,Süleyman Sandıkçı Sok. No:8
Antalya İli,Hilmi Kokorec,Antalya,90-242-229-24-07,Konyaalti kent meydani
Antalya İli,Akdeniz Dondurma,Antalya,3440710,Cumhuriyet Mah. 669. Sok. D:20
Mersin (İçel),Yaprak Tantuni,Mersin,3315100,Güvenevler Mah. 20. Cad. Forum Mersin No:120-133 K:3 D:16 Yenişehir
Antalya İli,Sisci ibo,Korkuteli,902426430003,korkuteli Genpa karsisi
Antalya İli,Konyalilar Restaurant,Antalya,3236660,Caglayan Mah. 2000 Sok. No:1
Adana İli,Kebapçı Kel Mahmut,Adana,90 322 323 2147,Yüreğir Sanayi Çarşısı
Antalya İli,Dukkan Burger&Steakhouse,Antalya,0242 323 72 15,Fener Mah. Fener Cad. Fener Is Merkezi A Blok No:9/3
Antalya İli,Şimşek Köfte Tevfik Şimşek,Antalya,3112145,Kızıl Toprak Mah. Aspendos Bulv. Eli Çabuk Apt. No:3/C
Mersin (İçel),Melek Tantuni,Mezitli,3596068,Menderes Mah. Gazi Mustafa Kemal Bulv. No:35
Hatay İli,H. Kral Künefe,Antakya,2147517,Ulucami Mevki
Mersin (İçel),Yaprak Tantuni,Mersin,2313988,Silifke Cad. Zehra Dinç İş Hanı D:4
Antalya İli,Ristorante Verona,Antalya,249 1111,Genclik Mah. Fevzi Cakmak Cad. Ramada Plaza No. 22
Hatay İli,Kule Restaurant,Harbiye, 0 326 231 64 64 - 231 30 92 ,Kariyer Mah. Urgen Cad. No:45
Adana İli,Kebapci Adil,Yüreğir,0322-346-2345,Mobilyacilar Sitesi Guzeleveler Mah S.J.ER Gokhan Yilmaz Caddesi No: 2
Antalya İli,cafee extrablatt,Antalya,"
",Şirinyalı Mah. İsmet gökşen cad. No:10/A-B
Antalya İli,Efsane Döner,Manavgat,7431747,Aşağı Pazarcı Mah. Fevzi Paşa Cad. 1048 Sok. No:49 Manavgat Merkez
Mersin (İçel),Lagos Restaurant,Silifke,7233282,Narlıkuyu Mevki No:11/A
Adana İli,Çınar Kebap,Adana,+90 322 3660011,Yeni Mah. Ataturk Cad. No:40
Antalya İli,Sundance Restaurant,Kemer,8214165,Oheselis St
Antalya İli,beyzade,Antalya,"
",beach park
Antalya İli,Ristorante Italiano,Manavgat,242 753 26 83,"Buyuk Ptt Alti Kaktus Sok, Otel Flora Cizmeci"
Antalya İli,Pupa Cafe,Antalya,"
",33 Paşa Cami Sokak (Kaleiçi)
Antalya İli,Sami's Restaurant,Manavgat,+(90)5380506814,Ataturk Blv. 2
Antalya İli,Pine Restaurant,Kemer,+90 242 824 51 51,Uzun Çınar Mah. Turizm Bulv. Fantasia Hotel De Luxe
Adana İli,Tarihi Adana Kazancılar Kebapçısı,Adana,0322 230 00 28,Güzelyalı Mah. Süleyman Demirel Bulv. No:46/A
Antalya İli,baydöner,Antalya,00902422408607,Tahilpazari Mh. Sarampol Cd. K:3 No:88/20-C
Antalya İli,Hanımın Mutfağı,Alanya,902425115141,Ahmet Tokus Bulvari Sanayii Kavsagi
Antalya İli,neseli lokanta,Finike,+(90)2428551271,Ptt Cad. NO:59 Finike/Antalya
Antalya İli,Sorgun Kazan,Manavgat,0532 495 32 12,Titreyengöl Mevkii
Antalya İli,Waffle 12,Antalya,3247772,Fener Mah. Tekelioglu Cad. S'hemall Alisveris Merkezi No:3 K:2 D:S11
Antalya İli,Matador Turco Steak House,Antalya,3247484,Fener Mah. Tekelioglu Cad. S'hemall Alisveris Merkezi No:3 K:2 D:86
Antalya İli,The Shamrock Pub Side,Manavgat,0 242 753 31 32,Kemer Mah. K.Karabekir Cad. 1508.sok no:18
Antalya İli,Volkan,Antalya,00902422488557,1315
Antalya İli,Pizza Sanita,Antalya,2472340,Konyaalti Cad. No:54/A
Antalya İli,Uğur Pide,Manavgat,7533388,Yalı Mah. Cemal Gürsel Bulv
Antalya İli,Domino's Pizza,Alanya,902425118090,Asim Tokus Bulvari Kahvecioglu Apt
Adana İli,Tarihi Adana Kazancılar Kebapçısı,Adana,0322 351 35 12,Sarı Yakup Mah. Kazancılar Çarşısı 6. Sok. No:53
Antalya İli,Keptur Alacarte Restaurant,Antalya,2422510574,Bölge Trafik Müdürlüğü Yanı
Mersin (İçel),Wo Wo,Mersin,03243300116,Marina AVM
Antalya İli,Royal Restorant,Alanya,242 513 46 10,GullerpInarI Mah. A. AsIm Tokus BulvarI Makro Market YanI 37/A
Antalya İli,Şalgam Kebap Ocakbaşı,Antalya,3243849,Barınaklar Bulv. No:134/A
Antalya İli,Çorbacı Hasan,Manavgat,"
",7017 Sokak 1B
Antalya İli,Antalya Şiş Köfte Piyaz Salonu,Antalya,2481986,4. Sok. No:2
Adana İli,Salimin Yeri Balik Lokantasi,Adana,90 322 681 43 09,"Universite Yolu, 3. Km"
Antalya İli,Mediterra Art Restaurant,Antalya,+902422448624,Barbaros Mah. Zafer Sok.
Antalya İli,Emmi Restorant,Antalya,3491153,Örnekköy Köyü
Antalya İli,Konyaaltı Balıkçısı,Antalya,242.241 41 41,Arapsuyu Mh. Belediye Cd. 20/A
Adana İli,Kaptan Balık,Adana,322 232 57 54,Adnan Menderes Bulvari 91
Antalya İli,Panaroma Restaurant,Antalya,8161220,"Beycik Köyü Kemer Merkez, Kemer"
Antalya İli,Kahverengi Cafe,Antalya,02423224667,eski lara yolu baslangici D/blok no:1-2
Antalya İli,Derya Lokantası,Alanya,5133856,Atatürk Cad. No:101 Alanya Merkez
Adana İli,Pastabahcesi,Adana,3222473132,"Suleyman Demirel Bulvari No:62, Cukurova, Adana"
Adana İli,Beyzade Restaurant,Adana,2564495,100. Yil Mah. 100. Sok. No:87
Antalya İli,kaya restaurant mavi yengec,Demre (Kale),05325846874,Iskele Mah Dalyan Mevkii Beymelek Demre Antalya
Antalya İli,Altinkum Ocakbasi,Antalya,242 2289200,Gursu Mh. Gazi Mustafa Kemal Pasa Bulv. No 43 Konyaalti
Adana İli,Kofteci Ramiz,Adana,0322 235 07 77,Guzel yali mah. Turgut Ozal blv. Dr. Ibrahim Keskin Sitesi
Antalya İli,Cleo Restaurant Cafe Bar,Alanya,905342211821,Carsi Mahallesi Damlatas Caddesi No:79/B
Mersin (İçel),Abidin Tantuni Biftek Salonu,Mersin,0324 326 0 440 45,"Cumhuriyet Mah., Inonu Bulvari 256/B, Yenisehir"
Antalya İli,Ekspres Kahve Keyfi,Antalya,+90 542 649 4984,Ataturk Caddesi Ückapilar Karsisi
Antalya İli,Kumrucu İso,Antalya,3494645,Güzeloba Mah. Barınaklar Bulv. Şükrü Apt. No:205 D:2
Antalya İli,Crazy Pizza,Manavgat,902427532252,Inonu Bulvari
Antalya İli,Adana Onbasilar Kebap,Antalya,3233151,Eski Loca Cad. No:415 D:1
Antalya İli,Petek Restaurant,Finike,02428555029,Liman Girisi
Antalya İli,Yildiz Apart Restaurant,Manavgat,2427532311,Sarmasik Sokak No 33 Side
Antalya İli,Han Restaurant,Alanya,5192858,Şekerhane Mah. Bostancıpınarı Cad. No:32
Antalya İli,Sef Restaurant,Belek,7102000,Ileribasi Mevki Rixos Premium Belek
Antalya İli,Bahama's cafe & Restaurant,Kemer,905468661896,Ataturk Cad 33
Antalya İli,Egelim Ev Yemekleri,Antalya,3493626,Güzel Oba Mah. Havaalanı Cad. No:98
Antalya İli,Cerentur Restaurant & Cafe,Antalya İli Restoranları,2364121031,I. Hakki Genbevi Mah Gelenbe Kasabasi Kirkagac
Antalya İli,My Steakhouse,Antalya,+90 242 316 0600,Şirin Yalı Mahallesi Lara Caddesi
Hatay İli,Abdo Restaurant,Antakya,2127546,Hürriyet Cad. No:19/A
Antalya İli,İkiz Restaurant,Çıralı,2428257179,Çıralı Mah. Ulupınar Köyü
Antalya İli,Aksoy Restaurant,Alanya,5651080,Merkez Konaklı
Antalya İli,KayaBey Restaurant,Kemer,+90 242 814 5351,Atatürk bulvarı 15/G KEMER /ANTALYA
Antalya İli,Hasan Baba Restaurant,Alanya,5225473,Kizlarpinari Mah. Spor Cad. No:11
Antalya İli,Havana Beach Club,Alanya,+902425193011,Dinek mevkii
